case,PrefixLen,Act1,Act2,Act3,Res1,Res2,Res3,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
5123,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,F,45-64,T,F,0,0
9728,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
6610,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,T,T,1,1
8941,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,45-64,T,T,1,1
825,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,45-64,F,T,0,1
4183,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,65+,T,T,0,1
8759,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,F,F,45-64,F,T,0,0
5258,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,1,1
5205,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,30-44,T,T,0,0
5380,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,30-44,T,T,1,1
5653,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,F,F,0,1
214,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,F,F,0,1
3188,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,1,1
2723,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
8553,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,T,1,0
9329,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,30-44,T,T,0,1
8397,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
3433,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,1
6293,3,A08,A12,A11,Online System,HR-pro,HR-dummy,F,F,45-64,F,T,0,0
9080,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
2910,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
291,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,45-64,T,F,1,1
9480,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,45-64,T,F,0,0
439,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,T,1,1
432,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,45-64,T,T,1,0
4558,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,1,1
7768,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,T,F,1,1
4729,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,0,0
2759,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,F,45-64,T,T,0,1
5793,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,18-29,T,T,0,1
7255,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,65+,T,F,0,0
184,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
9359,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,0
645,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,F,F,1,1
2319,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
4459,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,T,0,1
4007,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,0,0
3651,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,T,T,1,1
6230,3,A08,A12,A01,Online System,HR-pro,Senior Partner,F,F,45-64,T,F,0,0
6977,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
9739,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,65+,F,F,0,1
7715,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,45-64,T,T,0,0
8203,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,45-64,F,T,0,1
7286,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
7746,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,F,0,1
5644,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,0,1
504,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,F,1,1
9031,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,65+,T,F,0,1
749,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,F,0,0
3736,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,T,45-64,T,F,0,0
8238,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,T,0,1
4868,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,30-44,F,T,0,0
4943,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,F,0,1
4613,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,F,T,0,1
4435,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,F,T,0,1
7903,3,A08,A12,A01,Online System,HR-pro,HR-dummy,T,F,45-64,T,T,0,0
5951,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
7368,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
5027,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,0,1
2199,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,0,0
9327,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,30-44,T,T,0,1
2663,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,65+,T,F,0,1
8005,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
8871,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,F,1,1
2264,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,30-44,T,T,1,0
6003,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,F,1,1
6311,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,0,1
9284,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,0,1
9312,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,F,F,0,0
4359,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,0,1
8184,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,1
7146,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,0,0
9058,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,F,F,45-64,F,F,0,0
6712,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,1,1
585,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
5531,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,1,1
5727,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,30-44,T,T,1,1
7042,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,65+,F,T,0,0
1671,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,F,F,1,1
1629,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,1,1
8480,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,65+,T,T,1,1
8270,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,45-64,F,T,0,0
7757,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,T,1,1
8548,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,30-44,T,F,0,0
4753,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,F,45-64,F,F,0,0
8356,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
1168,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,30-44,F,T,0,1
7828,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
1466,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,30-44,T,T,1,1
3775,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,1
3951,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,65+,T,F,0,1
1258,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,45-64,F,F,1,0
4132,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,T,45-64,T,T,0,0
5217,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,F,F,0,1
2898,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,F,30-44,T,T,0,0
6709,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,45-64,F,F,0,1
5868,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
8047,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,F,F,0,1
7330,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,45-64,T,T,0,1
9123,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,F,0,1
1564,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,1,1
6093,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,30-44,T,F,1,1
9064,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,F,45-64,F,T,0,0
4326,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,0,1
8144,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,65+,F,T,0,1
6686,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,T,F,0,1
8814,3,A08,A12,A01,Front Desk,HR-pro,HR-dummy,F,F,45-64,T,T,0,0
5182,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,30-44,T,T,1,0
3152,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,30-44,T,F,0,1
4828,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,1,1
2427,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,T,T,0,1
8829,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,30-44,F,F,1,1
6033,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,45-64,F,F,1,1
4959,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,F,F,1,1
2446,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,65+,F,F,0,0
3782,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,1,1
1906,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,18-29,F,T,0,1
5625,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,T,T,1,1
8428,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,T,0,1
9646,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
8208,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,0,1
8927,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
9318,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,0,0
8664,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
3694,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,45-64,T,F,1,1
3338,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,F,30-44,F,F,0,0
3529,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,45-64,T,T,0,1
8954,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,0,0
1716,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
5200,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,F,0,1
7354,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,T,65+,T,F,1,0
4622,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
5593,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,T,0,1
2409,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
783,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,45-64,F,T,0,0
230,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
330,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,1,1
8926,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,65+,F,T,0,1
8648,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,F,T,1,1
185,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,F,F,1,0
323,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,F,F,1,0
2026,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,0
3265,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
5855,3,A08,A12,A01,Online System,HR-pro,Senior Partner,T,F,45-64,T,F,0,0
5065,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
2497,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,45-64,F,T,0,1
9833,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,45-64,T,F,0,1
9524,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,F,1,1
7209,3,A08,A12,A01,Online System,HR-dummy,Senior Partner,T,T,45-64,F,T,0,0
210,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,0
7577,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,F,T,1,1
4387,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,F,65+,T,F,0,0
4323,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,F,0,0
3525,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,F,F,0,1
4139,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
1731,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,30-44,F,F,1,0
7070,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,T,T,1,1
347,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,1,0
2960,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,T,T,65+,T,F,0,0
7445,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,T,30-44,T,T,0,1
257,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,T,30-44,T,T,1,1
2495,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,45-64,F,F,0,1
1079,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
2104,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,T,T,0,1
2911,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,T,T,0,0
2654,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,65+,F,T,0,1
4360,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
6833,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,F,T,0,1
253,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,65+,T,F,0,1
1602,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
7750,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
666,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,0
4074,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,1,1
6262,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,30-44,F,F,1,0
1913,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,F,1,1
6145,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,F,T,0,1
9618,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,T,T,0,1
8670,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,0,0
7894,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
5312,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,F,F,0,1
5535,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,1
4902,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,45-64,T,T,0,0
5595,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,T,30-44,F,T,0,0
8979,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,30-44,T,T,1,0
2503,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,1,1
405,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,1,1
445,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,F,T,1,0
7788,3,A08,A12,A11,Online System,HR-pro,HR-dummy,F,F,45-64,F,T,0,0
6146,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,T,F,0,1
1539,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,65+,F,T,0,1
9382,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,45-64,F,F,1,0
5677,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,F,45-64,F,T,1,0
6502,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,F,1,1
7158,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,45-64,T,T,0,1
5294,3,A08,A12,A11,Online System,HR-pro,HR-dummy,F,T,45-64,T,F,0,0
6327,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,45-64,F,F,0,0
788,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,30-44,T,T,0,1
5013,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,45-64,F,T,1,1
7819,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,F,T,1,1
6940,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,T,45-64,F,T,1,0
3677,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,45-64,T,F,1,0
1189,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,F,T,0,1
3944,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,65+,T,F,0,0
5336,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,30-44,F,T,1,1
7484,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,0,1
6408,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,F,45-64,T,F,0,0
7951,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,45-64,F,T,0,0
6782,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,F,45-64,F,T,0,0
7711,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,65+,T,F,1,1
4279,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,45-64,T,T,0,0
8836,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,F,45-64,F,F,0,0
9,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,30-44,T,T,0,0
356,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,18-29,T,T,0,1
5785,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
8506,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,45-64,T,T,1,1
4238,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,F,0,1
5629,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
7242,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,F,F,0,1
2047,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,0,1
8187,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,45-64,T,T,1,0
3190,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,T,F,0,1
4358,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,F,T,1,1
6241,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,F,T,0,1
9115,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,F,45-64,F,F,0,1
8540,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,T,0,1
5304,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,0
2150,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,1
6058,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
8650,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,65+,F,F,0,1
3980,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,1
4599,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,T,F,1,1
2801,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,T,30-44,T,T,1,0
296,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,0,0
799,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,F,F,0,1
8990,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,30-44,T,T,0,1
8612,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,T,T,0,1
4992,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,18-29,F,T,1,1
1534,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,30-44,T,F,0,1
9068,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,30-44,F,T,0,1
8631,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,30-44,F,T,0,1
7974,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,45-64,T,T,0,1
3320,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,F,T,1,1
8991,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,18-29,T,F,1,0
5299,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,65+,T,F,0,1
4903,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,1,1
7849,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
8916,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,F,0,1
495,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,T,T,1,1
5139,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,T,1,1
4107,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
538,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,30-44,T,T,1,1
4993,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,30-44,F,F,0,1
5525,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,F,0,1
2514,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,45-64,T,F,0,0
1031,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,F,F,45-64,F,T,0,0
9324,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,0,1
5757,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,T,0,0
4363,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,T,0,1
2024,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,30-44,F,F,1,1
9247,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,0,1
3862,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,30-44,T,F,0,1
5005,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,T,30-44,T,F,1,1
1440,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,T,T,30-44,T,T,0,0
1439,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,F,30-44,F,F,1,0
6703,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,T,65+,F,F,0,0
6922,3,A08,A12,A01,Front Desk,HR-pro,HR-dummy,T,T,45-64,T,F,0,0
6031,3,A08,A12,A01,Front Desk,HR-pro,Senior Partner,T,F,30-44,F,F,0,0
9456,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,F,45-64,F,F,0,0
734,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,65+,F,T,1,1
7292,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,65+,T,T,1,1
9860,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,T,0,1
7142,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,T,F,0,1
517,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
1863,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
9910,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,65+,F,F,1,1
5358,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,T,45-64,F,T,0,1
7137,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,F,30-44,T,F,0,1
8299,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,0,0
943,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,F,45-64,T,F,0,1
7725,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,1,0
9227,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
9920,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,45-64,T,T,0,0
806,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,0
6605,3,A08,A12,A11,Online System,HR-pro,Senior Partner,T,T,45-64,F,F,1,1
3226,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,F,T,65+,T,F,1,1
3101,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,T,1,1
7218,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,F,0,0
