case,PrefixLen,Act1,Act2,Act3,Act4,Act5,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
4159,5,A08,A12,A11,A03,A05,T,T,45-64,F,T,1,1
7913,5,A08,A12,A03,A11,A06,F,T,30-44,T,F,0,0
7625,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
2071,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
1755,5,A08,A12,A03,A11,A06,T,T,45-64,T,F,0,0
3144,5,A08,A12,A11,A03,A06,F,T,65+,F,F,0,1
8372,5,A08,A12,A11,A03,A06,F,T,30-44,F,F,0,1
6058,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
3926,5,A08,A12,A11,A03,A06,T,T,30-44,T,T,0,1
3014,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
9249,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
1118,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
3638,5,A08,A12,A11,A03,A06,T,F,45-64,F,T,1,1
1173,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,0,0
5650,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,0,1
5622,5,A08,A12,A11,A03,A05,T,F,45-64,F,T,1,1
5802,5,A08,A12,A11,A03,A01,F,F,65+,F,F,0,0
1697,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,1,0
4250,5,A08,A12,A11,A03,A06,F,F,45-64,T,T,0,1
9658,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
8796,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,0,1
6182,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
3876,5,A08,A12,A03,A11,A01,F,T,30-44,F,T,0,0
3174,5,A08,A12,A03,A11,A05,F,F,45-64,T,T,1,1
9847,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
1582,5,A08,A12,A03,A11,A06,T,T,45-64,T,F,0,0
4279,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,0,1
4866,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
5993,5,A08,A12,A11,A03,A05,T,T,30-44,T,T,1,1
1921,5,A08,A12,A03,A11,A01,F,F,30-44,F,F,0,0
6126,5,A08,A12,A03,A11,A05,F,T,30-44,T,T,1,1
9040,5,A08,A12,A03,A11,A06,T,F,45-64,T,F,0,0
6313,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
8549,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
6206,5,A08,A12,A11,A03,A01,T,F,45-64,T,T,0,0
5875,5,A08,A12,A11,A03,A05,F,F,30-44,F,T,1,1
9905,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
1316,5,A08,A12,A11,A03,A05,T,F,45-64,F,T,1,1
6774,5,A08,A12,A11,A03,A05,F,T,45-64,F,F,1,1
3549,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,1,1
4614,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
3888,5,A08,A12,A11,A03,A05,F,F,30-44,T,F,0,1
673,5,A08,A12,A03,A11,A05,T,F,30-44,T,T,0,1
3240,5,A08,A12,A11,A03,A05,T,F,45-64,F,T,0,1
5447,5,A08,A12,A11,A03,A05,F,F,30-44,T,T,1,1
3804,5,A08,A12,A03,A11,A01,F,T,45-64,T,F,0,0
748,5,A08,A12,A11,A03,A06,F,F,30-44,T,F,0,1
5631,5,A08,A12,A11,A03,A01,T,F,45-64,T,F,0,0
481,5,A08,A12,A11,A03,A06,T,T,30-44,T,T,1,1
1733,5,A08,A12,A03,A11,A06,T,F,45-64,F,T,0,0
4298,5,A08,A12,A03,A11,A06,T,F,30-44,F,F,0,0
7011,5,A08,A12,A03,A11,A01,T,T,45-64,F,T,0,0
656,5,A08,A12,A11,A03,A01,F,T,30-44,F,T,0,0
6574,5,A08,A12,A03,A11,A01,T,F,45-64,F,F,0,0
6538,5,A08,A12,A11,A03,A01,F,F,30-44,F,F,0,0
5507,5,A08,A12,A03,A11,A01,F,T,45-64,T,F,0,0
6078,5,A08,A12,A11,A03,A01,T,T,45-64,F,F,0,0
9133,5,A08,A12,A11,A03,A06,T,T,45-64,T,T,0,1
8801,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
5285,5,A08,A12,A11,A03,A01,T,T,30-44,F,T,0,0
3570,5,A08,A12,A03,A11,A05,T,F,45-64,F,F,0,1
118,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
1795,5,A08,A12,A03,A11,A01,T,F,45-64,F,T,0,0
2090,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
269,5,A08,A12,A11,A03,A01,F,T,45-64,F,T,0,0
7431,5,A08,A12,A11,A03,A06,T,T,45-64,T,T,0,1
4660,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
4745,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
8742,5,A08,A12,A11,A03,A01,F,T,45-64,F,F,0,0
2651,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,1,1
9988,5,A08,A12,A11,A03,A05,F,T,30-44,F,F,1,1
6937,5,A08,A12,A03,A11,A05,F,T,30-44,F,T,0,1
1228,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
877,5,A08,A12,A11,A03,A05,F,F,45-64,T,T,1,1
9085,5,A08,A12,A03,A11,A06,F,T,45-64,T,T,0,0
8259,5,A08,A12,A03,A11,A06,T,F,45-64,F,T,0,0
6635,5,A08,A12,A03,A11,A01,F,T,30-44,F,T,0,0
8628,5,A08,A12,A11,A03,A05,T,F,45-64,T,T,1,1
3934,5,A08,A12,A11,A03,A05,T,F,30-44,F,T,1,1
2027,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
3004,5,A08,A12,A03,A11,A06,T,T,45-64,F,T,1,0
3007,5,A08,A12,A11,A03,A06,F,F,45-64,T,F,0,1
7007,5,A08,A12,A03,A11,A06,F,F,45-64,F,T,0,0
4145,5,A08,A12,A03,A11,A05,F,T,45-64,T,F,1,1
1680,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
1506,5,A08,A12,A03,A11,A06,T,F,45-64,T,F,0,0
8431,5,A08,A12,A03,A11,A06,T,T,30-44,F,F,1,0
7999,5,A08,A12,A03,A11,A05,F,F,45-64,F,T,1,1
6084,5,A08,A12,A03,A11,A05,F,T,45-64,F,F,1,1
6281,5,A08,A12,A11,A03,A06,T,T,30-44,T,F,1,1
4780,5,A08,A12,A03,A11,A05,T,T,65+,F,T,1,1
4485,5,A08,A12,A11,A03,A06,F,T,30-44,F,T,1,1
2966,5,A08,A12,A11,A03,A06,T,T,45-64,T,F,1,1
4535,5,A08,A12,A03,A11,A06,T,F,45-64,F,T,0,0
4505,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
2072,5,A08,A12,A11,A03,A06,F,T,45-64,F,T,0,1
9501,5,A08,A12,A11,A03,A05,F,F,30-44,F,F,1,1
2352,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
2977,5,A08,A12,A03,A11,A01,T,F,45-64,F,T,0,0
7615,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,1,0
3005,5,A08,A12,A11,A03,A06,F,T,45-64,T,F,0,1
8220,5,A08,A12,A03,A11,A05,T,F,45-64,F,F,0,1
5763,5,A08,A12,A11,A03,A06,F,F,45-64,T,T,0,1
6050,5,A08,A12,A11,A03,A01,T,F,45-64,F,F,0,0
2901,5,A08,A12,A03,A11,A05,T,F,45-64,F,T,1,1
8021,5,A08,A12,A11,A03,A01,F,F,65+,T,F,0,0
3477,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,0,1
6341,5,A08,A12,A11,A03,A06,T,T,45-64,T,T,0,1
3754,5,A08,A12,A11,A03,A06,T,T,45-64,F,F,0,1
3863,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,1,0
1381,5,A08,A12,A11,A03,A05,T,T,45-64,F,T,1,1
9441,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
5032,5,A08,A12,A11,A03,A06,T,F,65+,F,T,0,1
6088,5,A08,A12,A11,A03,A05,T,T,45-64,F,T,1,1
1169,5,A08,A12,A11,A03,A01,F,T,30-44,F,T,0,0
3915,5,A08,A12,A03,A11,A06,F,F,45-64,T,F,1,0
7245,5,A08,A12,A03,A11,A06,F,T,45-64,F,F,0,0
1036,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
5281,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
632,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,1,0
1023,5,A08,A12,A03,A11,A06,T,F,65+,T,F,0,0
895,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,1,1
6278,5,A08,A12,A03,A11,A01,F,F,65+,F,F,0,0
5382,5,A08,A12,A03,A11,A06,F,F,45-64,T,F,0,0
3727,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,0,1
1800,5,A08,A12,A11,A03,A06,F,T,30-44,T,T,0,1
4097,5,A08,A12,A11,A03,A06,F,F,45-64,T,F,0,1
7408,5,A08,A12,A03,A11,A05,F,F,45-64,F,T,0,1
4648,5,A08,A12,A03,A11,A05,F,F,30-44,T,T,1,1
1183,5,A08,A12,A11,A03,A05,T,F,45-64,F,T,0,1
2619,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,1,1
5825,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
4677,5,A08,A12,A11,A03,A01,F,T,30-44,T,T,0,0
2381,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,0,1
4510,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,0,1
5106,5,A08,A12,A03,A11,A06,F,F,65+,T,F,0,0
3342,5,A08,A12,A11,A03,A06,F,T,65+,F,T,0,1
2153,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
9636,5,A08,A12,A11,A03,A05,F,T,65+,F,F,0,1
5075,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,0,1
4419,5,A08,A12,A11,A03,A06,T,F,45-64,F,T,0,1
6308,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,1,1
870,5,A08,A12,A11,A03,A05,F,T,45-64,F,T,1,1
3123,5,A08,A12,A03,A11,A05,F,T,45-64,F,F,1,1
6885,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,0,1
4211,5,A08,A12,A11,A03,A05,T,F,45-64,T,T,0,1
9271,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,0,1
2266,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
5988,5,A08,A12,A03,A11,A06,F,T,45-64,F,F,1,0
4191,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
2704,5,A08,A12,A11,A03,A05,T,T,45-64,T,F,1,1
5563,5,A08,A12,A11,A03,A05,T,F,30-44,F,F,1,1
8282,5,A08,A12,A03,A11,A01,T,T,45-64,T,F,0,0
5635,5,A08,A12,A03,A11,A06,F,T,45-64,F,T,1,0
3788,5,A08,A12,A11,A03,A05,T,T,65+,F,T,1,1
5220,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,0,1
9818,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
3761,5,A08,A12,A11,A03,A06,F,F,45-64,F,T,0,1
9634,5,A08,A12,A03,A11,A05,T,T,30-44,T,F,1,1
4743,5,A08,A12,A03,A11,A05,F,F,30-44,F,F,1,1
2353,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
7873,5,A08,A12,A11,A03,A05,F,F,45-64,F,T,0,1
520,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
3746,5,A08,A12,A03,A11,A01,F,T,45-64,F,T,0,0
9455,5,A08,A12,A03,A11,A06,T,F,30-44,T,F,0,0
5145,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
3612,5,A08,A12,A03,A11,A06,T,T,30-44,T,F,1,0
3969,5,A08,A12,A11,A03,A05,T,T,45-64,F,F,1,1
9510,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
6201,5,A08,A12,A03,A11,A05,F,T,30-44,T,F,0,1
6091,5,A08,A12,A03,A11,A05,T,F,65+,F,T,1,1
6108,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
2869,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
3973,5,A08,A12,A03,A11,A06,T,T,30-44,F,T,1,0
6801,5,A08,A12,A03,A11,A01,F,F,30-44,T,F,0,0
3867,5,A08,A12,A11,A03,A06,F,F,45-64,T,F,1,1
4050,5,A08,A12,A03,A11,A06,F,F,45-64,F,T,0,0
7681,5,A08,A12,A03,A11,A01,T,F,30-44,T,F,0,0
1232,5,A08,A12,A11,A03,A05,F,T,45-64,F,T,1,1
2648,5,A08,A12,A03,A11,A01,F,T,30-44,F,F,0,0
1184,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
5735,5,A08,A12,A03,A11,A05,T,F,30-44,T,F,0,1
1945,5,A08,A12,A03,A11,A06,F,T,45-64,F,T,0,0
3000,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
229,5,A08,A12,A11,A03,A01,T,F,45-64,T,T,0,0
4013,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
2675,5,A08,A12,A03,A11,A05,T,F,45-64,T,F,1,1
5156,5,A08,A12,A03,A11,A06,F,F,45-64,F,T,0,0
7766,5,A08,A12,A11,A03,A06,F,F,45-64,F,F,0,1
3081,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
4921,5,A08,A12,A11,A03,A05,T,T,30-44,T,T,1,1
3680,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
2672,5,A08,A12,A11,A03,A05,T,T,30-44,F,T,1,1
3945,5,A08,A12,A03,A11,A05,T,F,30-44,T,T,1,1
4328,5,A08,A12,A03,A11,A06,T,F,45-64,F,T,1,0
160,5,A08,A12,A03,A11,A05,T,F,30-44,F,F,1,1
3236,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
8861,5,A08,A12,A03,A11,A06,F,F,45-64,T,T,1,0
2586,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
8509,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,0,0
740,5,A08,A12,A03,A11,A05,T,T,65+,T,F,1,1
232,5,A08,A12,A03,A11,A01,T,F,45-64,F,F,0,0
8772,5,A08,A12,A11,A03,A05,F,F,30-44,T,T,1,1
4509,5,A08,A12,A11,A03,A06,T,F,30-44,F,T,0,1
4312,5,A08,A12,A11,A03,A05,T,T,45-64,T,T,0,1
5895,5,A08,A12,A11,A03,A05,T,T,30-44,T,F,1,1
1325,5,A08,A12,A03,A11,A01,F,T,45-64,T,T,0,0
6480,5,A08,A12,A11,A03,A05,T,F,45-64,T,T,1,1
7391,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,0,0
5398,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
3988,5,A08,A12,A11,A03,A01,F,F,30-44,T,F,0,0
4760,5,A08,A12,A11,A03,A06,T,T,30-44,F,F,0,1
4480,5,A08,A12,A11,A03,A01,F,F,30-44,T,T,0,0
7694,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
1518,5,A08,A12,A11,A03,A01,F,F,30-44,F,T,0,0
7704,5,A08,A12,A11,A03,A05,T,T,30-44,T,T,1,1
7074,5,A08,A12,A11,A03,A06,F,T,45-64,F,T,1,1
3046,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,1,1
8732,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
6664,5,A08,A12,A11,A03,A01,T,F,30-44,T,T,0,0
8939,5,A08,A12,A11,A03,A06,T,T,45-64,F,T,1,1
6470,5,A08,A12,A11,A03,A01,T,T,45-64,F,T,0,0
761,5,A08,A12,A03,A11,A01,F,F,30-44,F,F,0,0
94,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
6751,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
8709,5,A08,A12,A03,A11,A05,T,F,45-64,F,T,1,1
6650,5,A08,A12,A11,A03,A01,F,T,45-64,F,F,0,0
6162,5,A08,A12,A11,A03,A01,F,T,65+,F,T,0,0
1931,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
952,5,A08,A12,A11,A03,A05,F,F,45-64,T,F,1,1
1337,5,A08,A12,A03,A11,A01,T,T,45-64,F,F,0,0
9387,5,A08,A12,A03,A11,A01,T,F,45-64,T,F,0,0
2068,5,A08,A12,A03,A11,A06,F,T,45-64,T,T,1,0
2156,5,A08,A12,A11,A03,A06,T,T,45-64,F,F,0,1
7305,5,A08,A12,A11,A03,A06,F,T,65+,F,F,0,1
5102,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,1,0
8204,5,A08,A12,A11,A03,A01,F,F,30-44,T,F,0,0
6829,5,A08,A12,A11,A03,A06,F,F,65+,F,F,0,1
8076,5,A08,A12,A11,A03,A05,T,T,30-44,T,F,1,1
4902,5,A08,A12,A11,A03,A01,T,F,45-64,T,T,0,0
2843,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,1,1
7357,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,1,1
7752,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
8828,5,A08,A12,A11,A03,A01,T,F,30-44,T,F,0,0
1888,5,A08,A12,A11,A03,A06,T,F,45-64,F,F,1,1
5968,5,A08,A12,A03,A11,A06,F,T,45-64,F,T,1,0
8791,5,A08,A12,A11,A03,A05,F,F,30-44,T,T,1,1
984,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
5990,5,A08,A12,A11,A03,A06,T,T,65+,T,T,0,1
8377,5,A08,A12,A03,A11,A01,F,T,45-64,T,F,0,0
9334,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,0,0
1666,5,A08,A12,A11,A03,A06,F,F,45-64,F,F,0,1
3645,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,1,1
1721,5,A08,A12,A03,A11,A01,T,F,30-44,F,T,0,0
7790,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
8845,5,A08,A12,A11,A03,A05,T,F,65+,T,T,1,1
3419,5,A08,A12,A03,A11,A05,F,F,30-44,T,T,0,1
2063,5,A08,A12,A03,A11,A06,F,F,30-44,T,T,0,0
7582,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,0,1
2437,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,0,0
4602,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
6897,5,A08,A12,A03,A11,A01,F,T,45-64,F,F,0,0
1502,5,A08,A12,A11,A03,A01,F,F,65+,T,F,0,0
8361,5,A08,A12,A03,A11,A01,T,T,30-44,T,T,0,0
7990,5,A08,A12,A03,A11,A06,F,T,45-64,F,F,0,0
1428,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,1,1
6830,5,A08,A12,A03,A11,A01,T,T,30-44,T,T,0,0
1259,5,A08,A12,A11,A03,A05,T,F,30-44,T,F,1,1
4290,5,A08,A12,A03,A11,A06,T,T,45-64,F,T,0,0
1101,5,A08,A12,A03,A11,A06,F,T,45-64,F,T,1,0
5320,5,A08,A12,A11,A03,A01,F,F,65+,T,F,0,0
7359,5,A08,A12,A11,A03,A05,F,T,45-64,T,F,1,1
7363,5,A08,A12,A11,A03,A01,F,F,30-44,T,T,0,0
9679,5,A08,A12,A11,A03,A01,T,F,30-44,T,F,0,0
8591,5,A08,A12,A11,A03,A05,T,F,45-64,F,T,1,1
5308,5,A08,A12,A11,A03,A05,F,F,30-44,T,T,1,1
6255,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,0,1
8976,5,A08,A12,A03,A11,A01,F,T,30-44,T,T,0,0
8650,5,A08,A12,A03,A11,A06,T,T,65+,F,F,0,0
7639,5,A08,A12,A03,A11,A05,T,T,30-44,T,F,0,1
3139,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,1,0
4684,5,A08,A12,A03,A11,A05,T,F,45-64,T,T,1,1
5723,5,A08,A12,A11,A03,A06,T,T,30-44,T,F,0,1
1429,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,1,1
441,5,A08,A12,A03,A11,A06,T,T,45-64,T,T,0,0
9016,5,A08,A12,A03,A11,A01,T,T,30-44,F,F,0,0
5717,5,A08,A12,A03,A11,A01,F,T,30-44,F,T,0,0
3551,5,A08,A12,A03,A11,A06,F,T,45-64,T,T,0,0
3699,5,A08,A12,A11,A03,A06,T,T,30-44,T,F,0,1
5027,5,A08,A12,A11,A03,A06,T,F,45-64,T,F,0,1
8406,5,A08,A12,A03,A11,A06,T,F,65+,T,F,0,0
7319,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
8140,5,A08,A12,A03,A11,A05,F,F,45-64,T,T,1,1
7487,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,1,1
7669,5,A08,A12,A03,A11,A06,F,F,30-44,T,F,0,0
3156,5,A08,A12,A03,A11,A06,T,F,45-64,F,F,1,0
4671,5,A08,A12,A03,A11,A06,T,F,65+,T,F,0,0
5251,5,A08,A12,A11,A03,A01,F,T,45-64,F,T,0,0
5766,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,1,1
1532,5,A08,A12,A03,A11,A05,T,T,30-44,F,T,1,1
1017,5,A08,A12,A11,A03,A01,T,T,45-64,F,F,0,0
5057,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,1,1
6074,5,A08,A12,A11,A03,A01,F,F,65+,F,T,0,0
7376,5,A08,A12,A11,A03,A05,F,F,45-64,F,T,1,1
6440,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
1444,5,A08,A12,A11,A03,A05,T,T,30-44,F,F,1,1
6009,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
5996,5,A08,A12,A11,A03,A01,F,F,30-44,F,F,0,0
5409,5,A08,A12,A03,A11,A06,T,T,45-64,F,T,1,0
9375,5,A08,A12,A11,A03,A01,F,T,45-64,F,T,0,0
9797,5,A08,A12,A11,A03,A01,T,F,30-44,F,F,0,0
1738,5,A08,A12,A11,A03,A01,F,T,65+,F,F,0,0
860,5,A08,A12,A11,A03,A06,T,F,65+,T,F,1,1
2503,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
928,5,A08,A12,A03,A11,A01,T,F,45-64,T,T,0,0
3206,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
4526,5,A08,A12,A11,A03,A05,T,T,45-64,F,T,1,1
4696,5,A08,A12,A11,A03,A05,T,F,45-64,T,T,1,1
8469,5,A08,A12,A11,A03,A05,F,T,45-64,T,T,0,1
7869,5,A08,A12,A11,A03,A01,T,F,65+,F,T,0,0
2747,5,A08,A12,A11,A03,A05,T,F,30-44,T,F,1,1
1379,5,A08,A12,A11,A03,A01,T,F,45-64,T,T,0,0
2191,5,A08,A12,A03,A11,A01,T,F,30-44,F,T,0,0
2320,5,A08,A12,A11,A03,A01,T,F,45-64,T,T,0,0
7443,5,A08,A12,A11,A03,A05,F,F,45-64,T,T,1,1
8368,5,A08,A12,A03,A11,A05,T,T,30-44,T,T,1,1
2946,5,A08,A12,A03,A11,A06,F,F,65+,F,F,0,0
2414,5,A08,A12,A03,A11,A05,F,T,30-44,T,T,0,1
5671,5,A08,A12,A11,A03,A05,T,T,30-44,T,T,1,1
7570,5,A08,A12,A11,A03,A01,F,F,30-44,F,T,0,0
6494,5,A08,A12,A03,A11,A06,T,T,45-64,F,F,0,0
6248,5,A08,A12,A03,A11,A01,T,T,30-44,T,T,0,0
3456,5,A08,A12,A03,A11,A05,F,F,65+,F,T,0,1
4583,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
6844,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,0,1
2915,5,A08,A12,A11,A03,A01,T,T,30-44,F,F,0,0
5882,5,A08,A12,A11,A03,A06,F,T,45-64,T,F,0,1
4787,5,A08,A12,A03,A11,A05,T,T,45-64,T,F,1,1
6419,5,A08,A12,A03,A11,A01,F,T,45-64,F,T,0,0
5316,5,A08,A12,A11,A03,A06,F,F,30-44,F,F,0,1
8834,5,A08,A12,A11,A03,A06,T,F,65+,F,F,0,1
8217,5,A08,A12,A03,A11,A01,F,F,45-64,F,F,0,0
7263,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,1,1
11,5,A08,A12,A03,A11,A01,F,T,45-64,T,T,0,0
7373,5,A08,A12,A03,A11,A06,F,F,45-64,F,F,0,0
2313,5,A08,A12,A03,A11,A05,T,F,65+,F,T,0,1
2380,5,A08,A12,A11,A03,A01,T,T,45-64,T,T,0,0
8626,5,A08,A12,A11,A03,A05,T,F,30-44,T,T,1,1
791,5,A08,A12,A03,A11,A06,F,F,65+,F,F,1,0
4087,5,A08,A12,A03,A11,A01,T,T,45-64,F,F,0,0
2605,5,A08,A12,A03,A11,A01,F,T,30-44,T,F,0,0
5549,5,A08,A12,A11,A03,A06,F,T,30-44,F,F,1,1
4922,5,A08,A12,A03,A11,A06,T,F,18-29,T,F,1,0
2181,5,A08,A12,A11,A03,A06,T,T,65+,F,T,1,1
1560,5,A08,A12,A03,A11,A05,T,T,45-64,F,T,0,1
6157,5,A08,A12,A03,A11,A01,T,T,30-44,F,T,0,0
456,5,A08,A12,A11,A03,A01,F,T,45-64,T,T,0,0
4737,5,A08,A12,A03,A11,A01,F,T,45-64,T,T,0,0
1442,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
5000,5,A08,A12,A11,A03,A06,T,F,30-44,T,F,1,1
1807,5,A08,A12,A03,A11,A01,F,F,45-64,T,T,0,0
8275,5,A08,A12,A11,A03,A01,F,T,45-64,F,T,0,0
6554,5,A08,A12,A03,A11,A05,T,F,65+,T,T,1,1
6250,5,A08,A12,A03,A11,A05,F,T,45-64,T,T,1,1
8973,5,A08,A12,A03,A11,A05,F,T,45-64,F,T,0,1
391,5,A08,A12,A11,A03,A01,F,F,45-64,F,F,0,0
7413,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
5644,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
9099,5,A08,A12,A03,A11,A06,T,F,65+,T,F,0,0
5165,5,A08,A12,A03,A11,A05,T,T,30-44,T,T,1,1
6110,5,A08,A12,A03,A11,A06,T,T,65+,T,T,0,0
6220,5,A08,A12,A03,A11,A05,T,T,45-64,T,T,1,1
9218,5,A08,A12,A03,A11,A01,T,F,45-64,F,T,0,0
4955,5,A08,A12,A11,A03,A01,T,T,45-64,T,F,0,0
6865,5,A08,A12,A11,A03,A05,F,T,45-64,T,F,1,1
2047,5,A08,A12,A11,A03,A05,T,T,30-44,T,T,0,1
832,5,A08,A12,A11,A03,A06,T,T,30-44,F,T,1,1
9460,5,A08,A12,A03,A11,A01,T,T,18-29,T,F,0,0
1901,5,A08,A12,A03,A11,A05,F,T,30-44,T,T,1,1
8670,5,A08,A12,A11,A03,A01,F,F,45-64,T,T,0,0
2249,5,A08,A12,A03,A11,A05,T,T,30-44,T,F,1,1
5004,5,A08,A12,A03,A11,A01,T,T,30-44,F,T,0,0
9593,5,A08,A12,A11,A03,A01,T,F,45-64,F,T,0,0
4894,5,A08,A12,A03,A11,A06,T,T,45-64,F,F,0,0
3833,5,A08,A12,A11,A03,A06,T,F,45-64,T,T,0,1
5560,5,A08,A12,A03,A11,A06,F,T,30-44,T,T,0,0
3083,5,A08,A12,A03,A11,A01,T,T,45-64,T,T,0,0
8724,5,A08,A12,A11,A03,A01,F,T,45-64,T,F,0,0
